race_id,driver_id,Pos,No.,Name,Sponsor,Best Tm,Best Speed,In Lap,Laps,Diff
23,150,1,18,William Sawalich,Starkey/Sound Gear Toyota,12.907,69.73,6,76,0
23,178,2,28,Connor Zilisch,Chevrolet/Silver Hare Development Chevrolet,13.033,69.055,5,61,0.126
23,151,3,20,Gio Ruggiero,JBL Toyota,13.155,68.415,15,42,0.248
23,136,4,55,Toni Breidinger,VMS Toyota,13.169,68.342,7,87,0.262
23,210,5,65,Jeffery MacZink,Syncon Perf Floor/Parkway Svcs/Innovative Fluids Toyota,13.36,67.365,3,62,0.453
23,180,6,11,Zachary Tinkle,Racing for Rescues/Fast Track Toyota,13.572,66.313,18,66,0.665
23,191,7,10,Jayson Alexander,Selwyn Pub/Constant Contact Toyota,13.583,66.259,53,55,0.676
23,120,8,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,13.685,65.765,54,56,0.778
23,181,9,39,D.L. Wilson,Heart O’ Texas Speedway/ETR Toyota,13.839,65.034,16,74,0.932
23,226,10,93,Colton Collins,Thin Blue Wine Cellars Chevrolet,13.963,64.456,16,64,1.056
23,229,11,1,Blaine Donahue,PALM Charter School Toyota,14.06,64.011,42,82,1.153
23,202,12,12,Matt Kemp,Work for Green Shield Deck Builders Toyota,14.245,63.18,6,52,1.338
23,149,13,6,Cody Dennison,Timcast.com Toyota,14.447,62.297,15,23,1.54
23,121,14,48,Brad Smith,Copraya.com Ford,14.525,61.962,15,24,1.618
23,183,15,31,Rita Goulet,NationalPolice.org Chevrolet,14.602,61.635,19,62,1.695
23,196,16,0,Nate Moeller,Peterson Motorpsorts Ford,14.955,60.181,5,6,2.048
24,157,1,13,Tyler Reif,Central Coast Cabinets Toyota,18.744,96.031,2,12,0
24,230,2,5,Kole Raz,Apache Rental Group Toyota,18.775,95.872,2,19,0.031
24,156,3,16,Jack Wood,NAPA Auto Care Chevrolet,18.821,95.638,2,27,0.077
24,163,4,1,Robbie Kennealy,Setting The Stage/American Swin/Wiley X Ford,18.901,95.233,2,40,0.157
24,164,5,71,Nick Joanides,Jan’s Towing Ford,18.998,94.747,3,18,0.254
24,159,6,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,19.029,94.592,2,29,0.285
24,161,7,3,Todd Souza,Central Coast Cabinets Toyota,19.095,94.266,3,25,0.351
24,231,8,4,"Eric Nascimento, Jr.",RJs Paintshop/Impact Transport/Davids Racing Chevrolet,19.159,93.951,3,30,0.415
24,167,9,41,"Johnny Borneman, III",Tilly’s/Stoney’s Ford,19.222,93.643,6,25,0.478
24,154,10,24,Sean Hingorani,SPS/Fisher Industries Chevrolet,19.25,93.506,2,51,0.506
24,233,11,88,John Moore,JM Environmental Ford,19.253,93.492,3,33,0.509
24,160,12,12,Kyle Keller,Setting The Stage/Battle Born/Argus Construction Ford,19.256,93.477,3,24,0.512
24,162,13,19,"Eric Johnson, Jr.",Pacific Office Automation Chevrolet,19.311,93.211,2,22,0.567
24,232,14,33,PJ Pedroncelli,Pedroncelli Mobile Bottling Chevrolet,19.343,93.057,5,19,0.599
24,192,15,23,Mason Mitchell,SPS/GMS Fabrication Chevrolet,19.411,92.731,20,40,0.667
24,235,16,21,Henry Barton,Nascimento Motorsports/Turn One/Joiner Motorsports Toyota,19.504,92.289,9,14,0.76
24,144,17,7,Takuma Koga,GR Garage Toyota,19.653,91.589,18,33,0.909
24,172,18,11,Danica Dart,Evers Farms/Pioneer Perf/EBCO Constr Ford,19.714,91.306,2,34,0.97
24,234,19,52,Ryan Philpott,Hacienda Pools/Mattos Transport Chevrolet,19.85,90.68,3,24,1.106
24,171,20,77,Cody Kiemele,King Taco/Master K BBQ/Wallce Sign Toyota,20.109,89.512,21,23,1.365
24,166,21,5,David Smith,Shockwave Marine Suspension Seating Toyota,20.27,88.801,11,22,1.526
24,169,22,27,"Bobby Hillis, Jr.",Camping World/First Impression Press Chevrolet,20.986,85.771,9,9,2.242
24,236,23,0,Tony Huffman,First Impression Press/Camping World/LT & T Lawn Service Chevrolet,28.715,62.685,1,1,9.971
25,150,1,18,William Sawalich*,Starkey/Sound Gear,76.9,92.184,4,22,0
25,216,2,42,Brandon Jones,Sprecher,77.1,92.015,8,17,0.141
25,238,3,6,Caleb Shrader,Consonus Healthcare,77.7,91.329,11,19,0.72
25,124,4,17,Marco Andretti*,Group 1001,78.1,90.86,17,20,1.121
25,132,5,4,Dale Quarterley,Van Dyk Recycling/ACI/Fire Rover,78.2,90.678,3,13,1.278
25,157,6,13,Tyler Reif,Central Coast Cabinets,78.3,90.627,8,12,1.322
25,159,7,50,Trevor Huddleston,High Point Racing/Racecar Factory,78.4,90.489,3,18,1.441
25,162,8,19,"Eric Johnson, Jr.",Pacific Office Automation,78.4,90.405,9,15,1.514
25,156,9,16,Jack Wood,NAPA Auto Care,78.5,90.377,14,19,1.538
25,158,10,88,Tanner Reif,Vegas Fastner Manufacturing,78.7,90.167,6,15,1.721
25,151,11,20,Gio Ruggiero,First Auto Group,78.8,90.001,12,12,1.866
25,155,12,55,Isabella Robusto*,Mobil1,78.8,89.993,7,10,1.873
25,154,13,5,Sean Hingorani,Fidelity Capital,78.9,89.926,3,6,1.932
25,161,14,3,Todd Souza,Central Coast Cabinets,79,89.806,2,7,2.037
25,160,15,12,Kyle Keller,Setting The Stage/Battle Born/Argus Construction,79.4,89.292,8,12,2.492
25,237,16,23,Jake Walker,GMS Fab/SPS/Spencer Clark Driven,79.9,88.755,8,13,2.972
25,144,17,7,Takuma Koga,Loop Connect,80.7,87.857,6,12,3.789
25,239,18,77,Dave Smith,Global OFfice Inc/PP1M,80.8,87.766,4,14,3.873
25,110,19,15,Jake Finch,Phoenix,80.9,87.685,5,19,3.947
25,163,20,1,Robbie Kennealy,Setting The Stage/American Swin/Wiley X,81.4,87.092,13,17,4.498
25,164,21,71,Nick Joanides,Jan’s Towing,82.8,85.606,12,12,5.912
25,169,22,27,"Bobby Hillis, Jr.",Camping World/First Impression Press,84.3,84.123,5,5,7.372
25,166,23,5,David Smith,Shockwave Marine Suspension Seating,117.9,60.149,1,1,40.974
26,240,1,23,Sam Mayer,SPS/GMS Fabrication/Spencer Clark Chevrolet,77.2,92.858,23,23,0
26,150,2,18,William Sawalich*,Starkey/Sound Gear Toyota,77.9,91.926,27,28,0.782
26,216,3,42,Brandon Jones,Delta Brands Chevrolet,78.1,91.737,20,22,0.943
26,182,4,15,Brent Crews,Mobil 1 Toyota,78.5,91.309,27,27,1.309
26,244,5,30,Noah Gragson,Rette Jones Racing Ford,78.6,91.196,13,13,1.406
26,154,6,5,Sean Hingorani,Fidelity Capital Toyota,78.7,91.051,16,17,1.531
26,156,7,16,Jack Wood,NAPA Auto Care Chevrolet,79.2,90.481,15,17,2.027
26,151,8,20,Gio Ruggiero,First Auto Group Toyota,79.2,90.475,30,30,2.032
26,159,9,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,79.6,89.971,15,21,2.476
26,231,10,4,"Eric Nascimento, Jr.",Impact Transport/RJ’s Paintshop/Joiner Motorsports Toyota,79.7,89.924,11,14,2.517
26,124,11,17,Marco Andretti*,Group 1001 Chevrolet,79.7,89.904,20,26,2.535
26,157,12,13,Tyler Reif,Central Coast Cabinets Ford,79.9,89.667,17,21,2.746
26,155,13,55,Isabella Robusto*,Yahoo! Toyota,80.2,89.379,14,30,3.003
26,167,14,41,"Johnny Borneman, III",Travel Nevada/Stoney’s Ford,80.2,89.372,6,17,3.009
26,132,15,32,Dale Quarterley,Van Dyk Recycling/Motul Chevrolet,80.2,89.279,11,16,3.093
26,238,16,6,Caleb Shrader,Consonus Healthcare Ford,80.3,89.229,24,25,3.138
26,160,17,12,Kyle Keller,Setting The Stage/Battle Born/Argus Const Chevrolet,80.4,89.147,16,18,3.212
26,161,18,3,Todd Souza,Central Coast Cabinets Toyota,80.7,88.821,15,18,3.507
26,162,19,19,"Eric Johnson, Jr.",Pacific Office Automation Chevrolet,81.2,88.269,15,18,4.011
26,245,20,80,Brian Kamisky,SK Construction/Wards Concrete/Cox & Cox Constr Chevrolet,81.6,87.783,17,17,4.46
26,239,21,77,Dave Smith,Global Office Inc/King Taco Toyota,82.2,87.18,7,9,5.025
26,241,22,21,Travis McCullough,California Pneumatic/R&R Truck Repair Toyota,82.4,86.979,16,17,5.215
26,234,23,52,Ryan Philpott,Mattos Equipment Rentals/Hacienda Pools Toyota,83.1,86.19,7,10,5.969
26,144,24,7,Takuma Koga,Macnica Toyota,83.3,86.011,13,15,6.142
26,163,25,1,Robbie Kennealy,Setting The Stage/American Swim Academy/Wiley X Chevrolet,84.6,84.704,11,15,7.427
26,164,26,71,Nick Joanides,Jan’s Towing Ford,84.7,84.562,20,22,7.569
26,243,27,68,Rodd Kneeland,Florian Industries/Rodd’s Renovations Chevrolet,84.7,84.541,28,29,7.59
26,242,28,86,Tim Spurgeon,Kleen Blast/David’s Racing Products Chevrolet,85.2,84.115,10,10,8.019
26,169,29,27,"Bobby Hillis, Jr.",Camping World/First Impression Press Chevrolet,87,82.375,6,6,9.818
26,166,30,5,David Smith,Shockwave Marine Suspension Seating Toyota,89.1,80.419,9,9,11.933
27,159,1,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,18.718,96.164,5,16,0
27,156,2,16,Jack Wood,NAPA Auto Care/BlueDEF Chevrolet,18.836,95.562,2,27,0.118
27,164,3,71,Nick Joanides,Jan’s Towing Ford,18.836,95.562,5,26,0.118
27,157,4,13,Tyler Reif,Central Coast Cabinets Toyota,18.884,95.319,9,25,0.166
27,154,5,15,Sean Hingorani,Fidelity Capital Toyota,18.995,94.762,33,39,0.277
27,155,6,55,Isabella Robusto*,Yahoo! Toyota,19.112,94.182,33,39,0.394
27,230,7,5,Kole Raz,Apache Rental Group/Jerry Pitts Racing Toyota,19.157,93.96,29,35,0.439
27,160,8,12,Kyle Keller,Setting The Stage/Battle Born/Argus Const Ford,19.162,93.936,7,25,0.444
27,246,9,23,Jaron Giannini,Versatile/SPS/GMS Fabrication Chevrolet,19.165,93.921,11,31,0.447
27,110,10,20,Jake Finch,Phoenix Toyota,19.228,93.613,25,43,0.51
27,161,11,3,Todd Souza,Central Coast Cabinets Toyota,19.257,93.473,21,37,0.539
27,162,12,19,"Eric Johnson, Jr.",Pacific Office Automation Chevrolet,19.27,93.409,37,45,0.552
27,163,13,1,Robbie Kennealy,Setting The Stage/American Swim Academy/Wiley X Ford,19.312,93.206,9,12,0.594
27,144,14,7,Takuma Koga,Yamada Infra Technos/CKB/Pitts Toyota Racing Toyota,19.428,92.65,27,33,0.71
27,173,15,77,Garrett Zacharias,King Taco/REX MD/Wallace Signs Toyota,19.667,91.524,12,29,0.949
27,166,16,5,David Smith,Shockwave Marine Suspension Seating Toyota,19.833,90.758,14,37,1.115
27,248,17,31,Rick Goodale,Nor-Cal Battery Company Chevrolet,20.583,87.451,6,8,1.865
27,169,18,27,"Bobby Hillis, Jr.",First Impression Press/LT&T Lawn/RV Nerd/Camping World Chevrolet,20.78,86.622,15,34,2.062
27,247,19,9,Michael Killen,Jan’s Towing Ford,25.352,71,5,6,6.634
28,164,1,71,Nick Joanides,Jan’s Towing Ford,18.51,97.245,3,4,0
28,157,2,13,Tyler Reif,Central Coast Cabinets Toyota,18.633,96.603,3,13,0.123
28,159,3,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,18.641,96.561,3,28,0.131
28,155,4,55,Isabella Robusto*,Yahoo! Toyota,18.647,96.53,2,22,0.137
28,154,5,15,Sean Hingorani,Fidelity Capital Toyota,18.657,96.479,2,30,0.147
28,156,6,16,Jack Wood,BlueDEF/NAPA Night Vision Chevrolet,18.754,95.98,7,27,0.244
28,110,7,20,Jake Finch,Phoenix Toyota,18.77,95.898,2,21,0.26
28,161,8,3,Todd Souza,Central Coast Cabinets Toyota,18.888,95.299,2,26,0.378
28,160,9,12,Kyle Keller,Setting The Stage/Battle Born/Argus Const Ford,19.085,94.315,3,32,0.575
28,230,10,5,Kole Raz,Apache Rental Group/Jerry Pitts Racing Toyota,19.111,94.187,2,27,0.601
28,246,11,23,Jaron Giannini,Versatile/SPS/GMS Fabrication Chevrolet,19.341,93.067,29,55,0.831
28,162,12,19,"Eric Johnson, Jr.",Pacific Office Automation Chevrolet,19.354,93.004,39,42,0.844
28,247,13,9,Michael Killen,Jan’s Towing Ford,19.43,92.64,3,16,0.92
28,144,14,7,Takuma Koga,IKEDO archetype/CKB/Pitts Toyota Racing Toyota,19.526,92.185,13,42,1.016
28,172,15,11,Danica Dart,Evers Farms/Pioneer Perf/EBCO Constr/Guardian Fence Chevrolet,19.952,90.217,35,64,1.442
28,173,16,77,Garrett Zacharias,King Taco/REX MD/Wallace Signs Toyota,19.956,90.198,3,21,1.446
28,169,17,27,"Bobby Hillis, Jr.",First Impression Press/LT&T Lawn/RV Nerd/Camping World Chevrolet,20.962,85.87,4,25,2.452
28,166,18,5,David Smith,Shockwave Marine Suspension Seating Toyota,21.035,85.572,8,9,2.525
28,248,19,31,Rick Goodale,Nor-Cal Battery Company Chevrolet,23.046,78.105,5,11,4.536
29,157,1,13,Tyler Reif,Central Coast Cabinets Toyota,16.107,83.814,4,31,0
29,156,2,16,Jack Wood,NAPA Auto Care Chevrolet,16.154,83.571,8,40,0.047
29,160,3,12,Kyle Keller,Setting The Stage/Battle Born/Argus Const Ford,16.24,83.128,5,28,0.133
29,154,4,5,Sean Hingorani,Fidelity Capital Toyota,16.261,83.021,3,17,0.154
29,159,5,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,16.33,82.67,16,43,0.223
29,161,6,3,Todd Souza,Central Coast Cabinets Toyota,16.341,82.614,5,32,0.234
29,246,7,23,Jaron Giannini,Versatile/SPS/GMS Fabrication Toyota,16.361,82.513,40,41,0.254
29,249,8,80,Derek Copeland,Wards Concrete/SK Constr/Cox & Cox Constr Toyota,16.381,82.413,6,63,0.274
29,164,9,71,Nick Joanides,Jan’s Towing Ford,16.503,81.803,4,33,0.396
29,144,10,7,Takuma Koga,IKEDO archetype Toyota,16.73,80.693,9,38,0.623
29,166,11,5,David Smith,Shockwave Marine Suspension Seating Toyota,17.363,77.752,22,27,1.256
29,163,12,11,Robbie Kennealy,Setting The Stage/American Swim Academy/CoverEase Chevrolet,17.604,76.687,2,4,1.497
30,154,1,5,Sean Hingorani,Fidelity Capital Toyota,19.144,94.024,22,22,0
30,157,2,13,Tyler Reif,Central Coast Cabinets Toyota,19.205,93.726,1,26,0.061
30,161,3,3,Todd Souza,Central Coast Cabinets Toyota,19.228,93.613,2,12,0.084
30,162,4,19,"Eric Johnson, Jr.",Pacific Office Automation Chevrolet,19.243,93.541,3,13,0.099
30,156,5,16,Jack Wood,NAPA Auto Care Chevrolet,19.346,93.042,2,51,0.202
30,251,6,6,Jess Havens,Western Rail Toyota,19.382,92.87,16,17,0.238
30,250,7,88,Kasey Kleyn,Farmer Bean & Seed/Thaemert Farms Ford,19.429,92.645,2,24,0.285
30,160,8,12,Kyle Keller,Setting the Stage/Argus Construction/Battleborn Racing Ford,19.429,92.645,32,32,0.285
30,252,9,23,Greg Biffle,SPS/GMS/Greg Biffle Chevrolet,19.47,92.45,5,23,0.326
30,144,10,7,Takuma Koga,Lobster-Koshi NoKangai CKB/Jerry Pitts Racing Toyota,19.805,90.886,26,27,0.661
30,159,11,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,20.024,89.892,7,18,0.88
30,172,12,11,Danica Dart,EBCO Construction/Evers Farms/Guardian Fence Chevrolet,20.045,89.798,31,32,0.901
30,209,13,31,Rick Redig-Tackman,Max Buchanan Foundation Chevrolet,20.231,88.972,4,50,1.087
30,164,14,71,Nick Joanides,Jan’s Towing Ford,20.318,88.591,2,23,1.174
30,166,15,5,David Smith,Shockwave Marine Suspension Seating Toyota,21.63,83.218,22,33,2.486
31,156,1,16,Jack Wood,NAPA Auto Care Chevrolet,14.801,80.995,37,43,0
31,246,2,23,Jaron Giannini,GMS Fabrication-Versatile and Stone-SPS Toyota,14.814,80.923,15,36,0.013
31,159,3,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,14.843,80.765,18,26,0.042
31,157,4,13,Tyler Reif,Central Coast Cabinets Toyota,14.85,80.727,66,67,0.049
31,160,5,12,Kyle Keller,Las Vegas Rentals-Arbus Construction-Battle Born Racing Ford,14.896,80.478,11,37,0.095
31,231,6,4,"Eric Nascimento, Jr.",Impact Transport-Freddys Tree Svc-Joiner-Nascimento Chevrolet,14.916,80.37,23,48,0.115
31,254,7,71,Rip Michels,Jans Towing Ford,14.953,80.171,12,20,0.152
31,253,8,21,Ethan Nascimento,Impact Trans-Nascimento-Davids Racing Prod-Paul Cardoso Toyota,15.006,79.888,47,50,0.205
31,235,9,6,Henry Barton,Turn One io Toyota,15.008,79.877,39,44,0.207
31,154,10,5,Sean Hingorani,Fidelity Capital Toyota,15.043,79.692,38,43,0.242
31,162,11,19,"Eric Johnson, Jr.",Pacific Office Automation Chevrolet,15.049,79.66,8,28,0.248
31,161,12,3,Todd Souza,Central Coast Cabinets Toyota,15.123,79.27,63,64,0.322
31,144,13,7,Takuma Koga,GR Garage Toyota,15.18,78.972,25,42,0.379
31,247,14,9,Michael Killen,Jan’s Towing Ford,15.217,78.78,11,36,0.416
31,255,15,77,Kyle Whisner,King Taco-Victory Junction-REX MD-Park West,15.833,75.715,48,55,1.032
31,166,16,5,David Smith,Shockwave Marine Suspension Seating Toyota,15.848,75.644,6,7,1.047
31,163,17,11,Robbie Kennealy,American Swim-STS Coverease Chevrolet,16.496,72.672,4,5,1.695
32,157,1,13,Tyler Reif,Central Coast Cabinets Toyota,13.764,87.097,8,19,0
32,156,2,16,Jack Wood,NAPA Auto Care Chevrolet,13.832,86.669,33,34,0.068
32,159,3,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,13.863,86.475,8,36,0.099
32,231,4,4,"Eric Nascimento, Jr.",Impact Transport-Freddys Tree Svc-Joiner-Nascimento Chevrolet,13.925,86.09,7,35,0.161
32,254,5,71,Rip Michels,Jans Towing Ford,13.949,85.942,6,31,0.185
32,160,6,3,Kyle Keller,Central Coast Cabinets Toyota,13.965,85.843,8,11,0.201
32,253,7,21,Ethan Nascimento,Impact Trans-Nascimento-Davids Racing Prod-Paul Cardoso Toyota,13.992,85.678,6,37,0.228
32,246,8,23,Jaron Giannini,GMS Fabrication-Versatile and Stone-SPS Toyota,14.008,85.58,8,21,0.244
32,256,9,12,Joey Kennealy,STS-American Swim Academy-Converease Chevrolet,14.028,85.458,30,30,0.264
32,235,10,6,Henry Barton,Turn One io Toyota,14.07,85.203,10,29,0.306
32,154,11,5,Sean Hingorani,Fidelity Capital Toyota,14.093,85.064,17,47,0.329
32,162,12,19,"Eric Johnson, Jr.",Pacific Office Automation Chevrolet,14.118,84.913,9,42,0.354
32,247,13,9,Michael Killen,Jan’s Towing Ford,14.186,84.506,12,18,0.422
32,144,14,7,Takuma Koga,Yamada Toyota,14.287,83.908,25,51,0.523
32,166,15,5,David Smith,Shockwave Marine Suspension Seating Toyota,14.638,81.896,17,18,0.874
33,254,1,71,Rip Michels,Jan’s Towing Ford,18.523,97.176,22,27,0
33,157,2,13,Tyler Reif,Central Coast Cabinets Toyota,18.651,96.51,4,41,0.128
33,258,3,17,Buddy Shepherd,H&S Bodyworks & Towing Chevrolet,18.69,96.308,7,30,0.167
33,156,4,16,Jack Wood,NAPA Auto Care Chevrolet,18.775,95.872,3,26,0.252
33,159,5,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,18.785,95.821,3,32,0.262
33,257,6,42,Spencer Davis,MMI-Sunwest Construction Chevrolet,18.86,95.44,4,31,0.337
33,154,7,15,Sean Hingorani,Fidelity Capital Toyta,18.874,95.369,27,51,0.351
33,246,8,23,Jaron Giannini,VersaTile and Stone/SPS/GMS Fabrication Toyota,18.898,95.248,27,55,0.375
33,162,9,19,"Eric Johnson, Jr.",Pacific Office Automation Chevrolet,18.998,94.747,4,35,0.475
33,230,10,5,Kole Raz,Cyclum Renewable Truck Stops Toyota,19.052,94.478,21,39,0.529
33,160,11,9,Kyle Keller,Jans Towing-Las Vegas Rentals Ford,19.114,94.172,37,37,0.591
33,161,12,3,Todd Souza,Central Coast Cabinets Toyota,19.118,94.152,4,51,0.595
33,182,13,20,Brent Crews,JBL Toyota,19.123,94.127,21,34,0.6
33,231,14,4,"Eric Nascimento, Jr.",Impact Trans/Nascimento-Joiner Mtrpsrts Chevrolet,19.128,94.103,32,36,0.605
33,155,15,55,Isabella Robusto,Mobil 1 Toyota,19.246,93.526,16,41,0.723
33,235,16,6,Henry Barton,Turn One io Toyota,19.373,92.913,13,35,0.85
33,253,17,21,Ethan Nascimento,Impact Trans/Phillips Bros Fab/Freddy’s Tree Svc Toyota,19.417,92.702,23,31,0.894
33,256,18,12,Joey Kennealy,STS/American Swim Academy/Converease Chevrolet,19.512,92.251,27,27,0.989
33,144,19,7,Takuma Koga,Takt Diesien/CKB/Jerry Pitts Racing Toyota,19.705,91.347,13,32,1.182
33,166,20,5,David Smith,Shockwave Marine Suspension Seating Toyota,19.856,90.653,24,26,1.333
34,178,1,28,Connor Zilisch,Pristine Auction Chevrolet,27.239,132.163,3,38,0
34,150,2,18,William Sawalich,Starkey/Sound Gear Toyota,27.327,131.738,6,42,0.088
34,156,3,16,Jack Wood,NAPA Auto Care Chevrolet,27.59,130.482,2,31,0.351
34,154,4,15,Sean Hingorani,Fidelity Capital Toyota,27.799,129.501,4,28,0.56
34,157,5,13,Tyler Reif,Central Coast Cabinets Toyota,27.808,129.459,3,35,0.569
34,259,6,23,Kaden Honeycutt,SPS/GMS Fabrication Chevrolet,27.907,129,6,27,0.668
34,230,7,76,Kole Raz,Cyclum Renewables Truck Stops Ford,27.931,128.889,45,52,0.692
34,114,8,6,Lavar Scott,Chevrolet Perfomance/Max Siegel Inc Chevrolet,27.969,128.714,1,35,0.73
34,151,9,20,Gio Ruggiero,JBL Toyota,27.979,128.668,1,33,0.74
34,182,10,22,Brent Crews,Mobil 1 Toyota,28.071,128.246,8,19,0.832
34,110,11,55,Jake Finch,Phoenix Construction Toyota,28.102,128.105,2,38,0.863
34,160,12,9,Kyle Keller,Jans Towing/Jans’ Racing/Argus Const Ford,28.158,127.85,18,21,0.919
34,166,13,5,David Smith,Shockwave Marine Suspension Seating Toyota,28.287,127.267,7,32,1.048
34,231,14,4,"Eric Nascimento, Jr.",Impact Trans/Nascimento-Joiner Mtrpsrts Chevrolet,28.332,127.065,5,23,1.093
34,254,15,71,Rip Michels,Jan’s Towing Ford,28.352,126.975,2,31,1.113
34,124,16,25,Marco Andretti,Rich Mar Florist Toyota,28.427,126.64,7,29,1.188
34,162,17,19,"Eric Johnson, Jr.",Pacific Office Automation Chevrolet,28.43,126.627,7,27,1.191
34,189,18,2,Sebastian Arias,Brady Plus Chevrolet,28.738,125.27,32,36,1.499
34,144,19,7,Takuma Koga,MACNICA Toyota,28.932,124.43,25,32,1.693
34,161,20,3,Todd Souza,Central Coast Cabinets Toyota,29.07,123.839,14,39,1.831
34,159,21,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,29.662,121.367,3,4,2.423
34,260,22,21,Alex Malycke,Jokeland.com Toyota,30.397,118.433,4,13,3.158
34,169,23,27,"Bobby Hillis, Jr.",First Impression Press/LT&T Lawn/RV Nerd/Camping World Chevrolet,37.333,96.429,1,1,10.094
34,236,24,0,Tony Huffman,First Impression Press Chevrolet,48.79,73.786,1,1,21.551
35,269,1,46,Thad Moffitt,Nitro Motorsports Toyota,49.772,180.825,9,9,0
35,155,2,55,Isabella Robusto,Mobil 1 Toyota,49.804,180.708,4,6,0.032
35,186,3,20,Lawless Alan,AUTOParkIt Toyota,49.805,180.705,5,7,0.033
35,110,4,25,Jake Finch,Phoenix Toyota,49.823,180.639,5,7,0.051
35,105,5,97,Jason Kitzmiller,A.L.L. Construction Chevrolet,49.879,180.437,10,12,0.107
35,150,6,18,William Sawalich,Starkey Toyota,49.884,180.419,11,13,0.112
35,145,7,88,A.J. Moyer,Rivers Edge Cottages & RV Park /AmpereEV.com Chevrolet,49.904,180.346,13,17,0.132
35,114,8,6,Lavar Scott,Max Siegel Inc Chevrolet,49.91,180.325,9,11,0.138
35,262,9,82,Helio Castroneves,Wendy’s Chevrolet,49.913,180.314,10,13,0.141
35,270,10,23,Katherine Legge,SPS Chevrolet,49.919,180.292,7,10,0.147
35,261,11,28,Brenden Queen,bestrepair.net Chevrolet,49.963,180.133,8,11,0.191
35,109,12,73,Andy Jankowiak,Klas Motorsports Ford,50.082,179.705,14,15,0.31
35,140,13,7,Eric Caudell,RYDIN/Coble Enterprises/Sheppard Racing Ent Toyota,50.117,179.58,5,11,0.345
35,230,14,76,Kole Raz,Cyclum Renewable Truck Stops Ford,50.206,179.261,12,15,0.434
35,129,15,8,Sean Corr,Nesco Bus Sales Chevrolet,50.227,179.186,5,7,0.455
35,104,16,27,Tim Richmond,Immigration Law Center Toyota,50.228,179.183,6,8,0.456
35,134,17,93,Caleb Costner,Piedmont Outfitters Chevrolet,50.242,179.133,6,8,0.47
35,132,18,4,Dale Quarterley,Van Dyk Recycling Solutions/ACI Chevrolet,50.328,178.827,6,7,0.556
35,108,19,70,Amber Balcaen,Gambit Technologies /ICON Direct Toyota,50.581,177.932,6,6,0.809
35,268,20,29,Kyle Steckly,APC Auto Parts Centres Ford,50.646,177.704,9,9,0.874
35,206,21,77,Corey Day,HendrickCars.com Chevrolet,50.665,177.637,5,5,0.893
35,120,22,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,50.669,177.623,5,5,0.897
35,267,23,30,Garrett Mitchell,Kenetix Ford,50.706,177.494,5,8,0.934
35,127,24,3,Willie Mullins,CorvetteParts.net/Crow Wing Recycling Ford,50.748,177.347,6,6,0.976
35,135,25,48,Jeff Scofield,JXT Transportation,50.75,177.34,6,12,0.978
35,143,26,75,Bryan Dauzat,O.B. Builders Inc Chevrolet,50.859,176.96,3,14,1.087
35,126,27,68,Scott Melton,Melton McFadden Insurance Agency/Donnas Donuts Ford,50.971,176.571,3,6,1.199
35,119,28,57,Hunter Deshautelle,O.B. Builders Inc Chevrolet,50.989,176.509,12,17,1.217
35,263,29,9,Jason White,More Core/Powder Ventures Ford,51.21,175.747,7,8,1.438
35,122,30,67,Ryan Roulette,VFW/Maples Motorsports Ford,51.771,173.842,5,11,1.999
35,149,31,11,Cody Dennison,Timcast Chevrolet,51.807,173.722,1,8,2.035
35,125,32,6,Bryce Haugeberg,NDSU/Brenco Toyota,51.871,173.507,5,5,2.099
35,144,33,12,Takuma Koga,Macnica Yit Ikedo/CKB/Fast Track Racing Toyota,51.913,173.367,14,14,2.141
35,266,34,69,Nolan Wilson,Stowell Co/Decisely Ins/Daytona Beach Poker Ford,52.351,171.916,9,9,2.579
35,264,35,31,Tim Viens,Max Buchanan Foundation Toyota,52.605,171.086,3,3,2.833
35,146,36,86,Becca Monopoli,Orlando Health Toyota,52.677,170.853,8,12,2.905
35,265,37,2,Craig Bracken,Technique High/Speed Prototypes Chevrolet,52.684,170.83,2,9,2.912
35,107,38,3,Alex Clubb,Race Parts Liquidators/ A. Clubb Lawn Care Ford,53.04,169.683,4,4,3.268
35,141,39,0,Brayton Laster,Clear Tech Pools Chevrolet,58.382,154.157,1,2,8.61
37,150,1,18,William Sawalich,Starkey Toyota,53.142,180.196,6,,0
37,114,2,6,Lavar Scott,Max Siegel Inc Chevrolet,53.155,180.152,6,,0.013
37,109,3,73,Andy Jankowiak,Klas Motorsports Chevrolet,53.168,180.108,5,,0.026
37,261,4,28,Brenden Queen,Best Repair Chevrolet,53.175,180.085,6,,0.033
