race_id,driver_id,Pos,No.,Name,Sponsor,Best Tm,Best Speed,In Lap,Laps,Diff
49,105,6,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,18.893,95.273,36,37,0.433
49,186,7,20,Lawless Alan,AUTOParkIt Toyota,19.14,94.044,19,42,0.68
49,192,8,25,Mason Mitchell,Detour Sunglasses Toyota,19.147,94.01,8,37,0.687
49,316,9,70,Julian DaCosta*,Nitro Motorsports Toyta,19.158,93.956,17,39,0.698
49,278,10,10,Tony Cosentino,Diebold Pool Service Ford,19.299,93.269,10,25,0.839
49,127,11,3,Willie Mullins,CW Companies Ford,19.381,92.874,6,35,0.921
49,317,12,17,Kaylee Bryson*,LSI/MMI Chevrolet,19.484,92.383,3,21,1.024
49,202,13,12,Matt Kemp*,Double H Ranch Ford,20.115,89.485,7,7,1.655
49,297,14,31,Quinn Davis*,RiseMotorsports.com Toyota,20.211,89.06,24,36,1.751
49,120,15,99,Michael Maples,DonRay Petroleum/Maples Motorsports Chevrolet,20.317,88.596,13,21,1.857
49,318,16,11,Dustin Hillenburg*,Fast Track Racing Ford,20.361,88.404,21,25,1.901
49,107,17,3,Alex Clubb,Race Parts Liquidators Ford,20.444,88.045,8,9,1.984
49,294,18,9,Trevor Ward*,FastTrackRacing.com Toyota,20.634,87.235,4,5,2.174
49,314,19,67,Shane Backes*,International Brotherhood of Boilermakers Chevrolet,20.688,87.007,18,31,2.228
49,121,20,48,Brad Smith,Gary’s Speed Shop Ford,20.729,86.835,9,28,2.269
49,141,21,6,Brayton Laster*,Big Fish Septic Plumbing & Excavating Chevrolet,20.985,85.776,10,11,2.525
49,290,22,86,Jeff Maconi*,Maconi Setup Shop Ford,23.894,75.333,11,12,5.434
50,114,1,6,Lavar Scott,Max Siegel Inc Chevrolet,34.158,105.393,3,19,0
50,182,2,70,Brent Crews*,Nitro Kart Toyota,34.336,104.846,28,28,0.178
50,261,3,28,Brenden Queen*,BRC Chevrolet,34.435,104.545,30,30,0.277
50,291,4,18,Max Reaves*,Cook Out Toyota,34.448,104.505,28,28,0.29
50,186,5,20,Lawless Alan,AUTODockIt Toyota,34.57,104.137,20,21,0.412
50,320,6,25,Jade Avedisian*,Yahoo Toyota,34.672,103.83,15,15,0.514
50,212,7,16,Kelly Kovski,Brandt/Schluckebeier Farms/Allgaier Performance Chevrolet,34.994,102.875,19,23,0.836
50,279,8,67,Ryan Vargas,Maples Motorsports Chevrolet,35.597,101.132,12,26,1.439
50,319,9,31,Chase Howard*,2 Fellas Moving Company Toyota,35.654,100.97,25,28,1.496
50,155,10,55,Isabella Robusto*,Mobil 1 Toyota,35.659,100.956,20,26,1.501
50,105,11,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,35.916,100.234,25,25,1.758
50,278,12,12,Tony Cosentino,FastTrackRacing.com Toyota,36.144,99.602,6,14,1.986
50,213,13,11,Tim Monroe,Mark Rumbold Farms Chevrolet,36.527,98.557,10,17,2.369
50,294,14,9,Trevor Ward*,Fast Track Racing Toyota,37.01,97.271,2,3,2.852
50,120,15,99,Michael Maples,DonRay Petroleum/Maples Motorsports Chevrolet,37.062,97.135,18,21,2.904
50,141,16,6,Brayton Laster*,Fixed Just Right BBQ/Rubber Down Rewind Ford,38.064,94.578,5,5,3.906
50,107,17,3,Alex Clubb,Wallis Farms Ford,38.327,93.929,3,5,4.169
50,139,18,10,Ed Pompa,HY-TORC of NY/Double H Ranch Ford,38.58,93.313,26,30,4.422
50,121,19,48,Brad Smith,Gary’s Speed Shop Ford,38.864,92.631,3,4,4.706
50,321,20,86,Josh White,Marine Corps League/Healing the Hero Ford,44.631,80.661,8,12,10.473
51,182,1,18,Brent Crews*,Mobil 1 Toyota,15.092,127.14,48,49,0
51,261,2,28,Brenden Queen*,Folsom Fence/BRC Chevrolet,15.137,126.762,26,28,0.045
51,311,3,82,Tristan McKee*,Gainbridge/Chevrolet Chevrolet,15.223,126.046,40,40,0.131
51,282,4,2,Lanie Buice*,Max Siegel Inc Chevrolet,15.382,124.743,28,28,0.29
51,101,5,70,Thomas Annunziata,Bayshore Mortgage Toyota,15.488,123.889,40,40,0.396
51,157,6,23,Tyler Reif,Vegas Fastener/Sigma Performance Services Chevrolet,15.534,123.523,8,34,0.442
51,110,7,15,Jake Finch,Phoenix Toyota,15.558,123.332,38,38,0.466
51,306,8,79,Isaac Kitzmiller*,A.L.L. Construction/Carter Cat Chevrolet,15.563,123.292,23,47,0.471
51,105,9,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,15.648,122.623,44,44,0.556
51,114,10,6,Lavar Scott,Max Siegel Inc Chevrolet,15.663,122.505,18,33,0.571
51,205,11,56,Timmy Hill,Hill Motorsports Toyota,15.684,122.341,9,42,0.592
51,197,12,40,Andrew Patterson*,Freedom Whiskey Company/WinSupply Chevrolet,15.689,122.302,30,55,0.597
51,155,13,55,Isabella Robusto*,YAHOO Toyota,15.744,121.875,14,42,0.652
51,130,14,20,"Leland Honeyman, Jr.",DPR Construction Toyota,15.758,121.767,32,42,0.666
51,274,15,25,Patrick Staropoli*,SYFOVRE Toyota,15.844,121.106,14,17,0.752
51,109,16,73,Andy Jankowiak,KLAS Motorsports Toyota,15.933,120.429,9,43,0.841
51,267,17,30,Garrett Mitchell*,Kenetik Ford,16.167,118.686,21,62,1.075
51,222,18,9,Logan Misuraca*,Clean Harbors Chevrolet,16.208,118.386,31,34,1.116
51,104,19,27,Tim Richmond,Immigration Law Center Toyota,16.238,118.167,22,38,1.146
51,322,20,51,Carson Ware,Rick Ware Racing Chevrolet,16.28,117.862,46,47,1.188
51,180,21,11,Zachary Tinkle,Racing For Rescues/Fast Track Racing Toyota,16.338,117.444,2,29,1.246
51,278,22,10,Tony Cosentino,Universal Technical Institute Ford,16.396,117.029,5,15,1.304
51,204,23,95,Jackson McLerran*,JSJ Construction/ARYLCO LLC/Sapphire Social Toyota,16.417,116.879,32,64,1.325
51,323,24,31,Bobby Dale Earnhardt*,Main Street Cycle Toyota,16.437,116.737,53,62,1.345
51,120,25,99,Michael Maples,International Brotherhood of Boilermakers/MMS Chevrolet,16.855,113.842,44,44,1.763
51,144,26,12,Takuma Koga,Macnica Yit Ikedo/CKB/Fast Track Racing Toyota,16.956,113.163,19,23,1.864
51,121,27,48,Brad Smith,Gary’s Speed Shop Ford,17.75,108.101,3,7,2.658
51,107,28,86,Alex Clubb,Race Parts Liquidators/Drop The Hammer/Wallis Farms Ford,17.805,107.767,7,7,2.713
51,184,29,1,Mike Basham,Fast Track Racing.com Toyota,18.329,104.687,5,5,3.237
51,176,30,0,Con Nicolopoulos,Ocean Pipe Works Toyota,18.372,104.442,12,14,3.28
51,141,31,6,Brayton Laster*,Tranquility 72 Hour Film Festival Toyota,18.562,103.372,5,6,3.47
51,303,32,34,Corey Aiken*,Vaughn Wilcox & Vaughn Toyota,18.619,103.056,18,21,3.527
51,214,33,67,Austin Vaughn*,Main Street Cycle Ford,18.885,101.604,5,5,3.793
51,321,34,3,Josh White,Hives For Heros Ford,20.51,93.554,2,2,5.418
52,114,1,6,Lavar Scott,Max Siegel Inc Chevrolet,17.342,115.212,26,26,0
52,291,2,18,Max Reaves*,Cook Out Toyota,17.397,114.847,34,35,0.055
52,155,3,55,Isabella Robusto*,Mobil 1 Toyota,17.578,113.665,39,40,0.236
52,188,4,69,Will Kimmel,Abtech Electrical/Weddington Custom Homes Ford,17.638,113.278,26,26,0.296
52,261,5,28,Brenden Queen*,BRC Chevrolet,17.727,112.709,30,30,0.385
52,324,6,95,Conner Popplewell*,Red Ball Recycling/Green Tree Real Estate Toyota,17.781,112.367,23,23,0.439
52,105,7,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,18.073,110.552,40,40,0.731
52,197,8,70,Andrew Patterson*,SCS Gearbox/WinSupply Toyota,18.244,109.515,28,31,0.902
52,192,9,25,Mason Mitchell,Pro-Seed Toyota,18.309,109.127,15,41,0.967
52,130,10,20,"Leland Honeyman, Jr.",DPR Construction Toyota,18.326,109.025,43,45,0.984
52,278,11,11,Tony Cosentino,Harkey Heating & Air Conditioning Ford,18.392,108.634,5,19,1.05
52,279,12,67,Ryan Vargas,Maples Motorsports Chevrolet,18.472,108.164,8,21,1.13
52,184,13,12,Mike Basham,S&R Towing/Diesel Boys LLC/MVP Plumbing Toyota,19.099,104.613,6,13,1.757
52,202,14,9,Matt Kemp*,FastTrackRacing.com Toyota,19.101,104.602,6,7,1.759
52,139,15,10,Ed Pompa,HYTORC Of NY/Double H Ranch Ford,19.197,104.079,31,33,1.855
52,120,16,99,Michael Maples,DonRay Petroleum/Maples Motorsports Chevrolet,19.381,103.091,4,5,2.039
52,319,17,31,Chase Howard*,ShopAngryDuck.com/TLC Logistics Toyota,19.456,102.693,15,29,2.114
52,121,18,48,Brad Smith,Gary’s Speed Shop Ford,19.488,102.525,4,24,2.146
52,141,19,6,Brayton Laster*,PeerlessPump.com Toyota,19.967,100.065,16,17,2.625
52,107,20,86,Alex Clubb,Race Parts Liquidators/Drop The Hammer Auctions Ford,20.641,96.798,8,12,3.299
52,198,21,3,Chris Golden*,Race Parts Liquidators/Drop The Hammer Auctions Ford,22.089,90.452,6,8,4.747
53,261,1,28,Brenden Queen*,BRC/Folsom Fence Chevrolet,31.283,172.618,1,12,0
53,151,2,18,Gio Ruggiero,First Auto Group Toyota,31.348,172.26,1,21,0.065
53,130,3,20,"Leland Honeyman, Jr.",Venturini Motorsports Toyota,31.401,171.969,18,19,0.118
53,109,4,73,Andy Jankowiak,KLAS Motorsports Toyota,31.746,170.1,2,18,0.463
53,269,5,46,Thad Moffitt,Safety Kleen Toyota,31.846,169.566,6,7,0.563
53,114,6,6,Lavar Scott,Max Siegel Inc. Chevrolet,31.913,169.21,2,14,0.63
53,155,7,55,Isabella Robusto*,Mobil 1 Toyota,32.152,167.952,14,14,0.869
53,192,8,25,Mason Mitchell,Pro-Seed Toyota,32.167,167.874,2,17,0.884
53,105,9,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,32.173,167.843,21,22,0.89
53,206,10,77,Corey Day,Hendrickcars.com Chevrolet,32.2,167.702,1,6,0.917
53,137,11,15,Kris Wright,Warranty Solutions Toyota,32.22,167.598,16,16,0.937
53,197,12,40,Andrew Patterson*,WinSupply/SCS Gear Box Chevrolet,32.36,166.873,21,21,1.077
53,211,13,70,Taylor Reimer*,BUZZBALLZ Toyota,32.378,166.78,1,26,1.095
53,274,14,17,Patrick Staropoli*,Syfovre Toyota,32.533,165.985,2,28,1.25
53,286,15,2,Eloy Falcon*,Max Siegel Inc Chevrolet,32.707,165.102,4,14,1.424
53,157,16,23,Tyler Reif,Vegas Fastener/Sigma Performance Services Chevrolet,33.016,163.557,3,12,1.733
53,122,17,67,Ryan Roulette,VFW/Fastrac Construction Products Ford,33.933,159.137,9,11,2.65
53,144,18,12,Takuma Koga,Rible/Mac Systems/Ikedo Toyota,34.09,158.404,3,9,2.807
53,202,19,9,Matt Kemp*,Edgewater Automation Toyota,34.417,156.899,4,4,3.134
53,323,20,31,Bobby Dale Earnhardt*,Copeland Insurance Agency Toyota,34.425,156.863,14,22,3.142
53,278,21,11,Tony Cosentino,FastTrackRacing.com Ford,34.745,155.418,2,7,3.462
53,120,22,99,Michael Maples,The International Brotherhood of Boilermakers Chevrolet,35.137,153.684,2,6,3.854
53,290,23,3,Jeff Maconi*,Maconi Setup Shop/Castity Tucker Realty Ford,35.568,151.822,7,20,4.285
53,140,24,7,Eric Caudell,Coble Ent./Broken Arrow Powder Coating/Evans Auto Toyota,36.454,148.132,4,5,5.171
53,187,25,0,Kevin Hinckle,KH Automotive Chevrolet,36.559,147.706,2,5,5.276
53,121,26,48,Brad Smith,Gary’s Speed Shop Ford,37.681,143.308,5,11,6.398
53,141,27,6,Brayton Laster*,K.C. Arborist Tree Care Ford,37.88,142.555,3,3,6.597
53,139,28,10,Ed Pompa,HYTORC of NY/Double H Ranch Ford,38.861,138.957,7,10,7.578
54,291,1,18,Max Reaves*,Cook Out Toyota,16.245,110.803,57,58,0
54,311,2,82,Tristan McKee*,Gainbridge/Chevrolet Performance Chevrolet,16.281,110.558,43,44,0.036
54,114,3,6,Lavar Scott,Max Siegel Inc Chevrolet,16.376,109.917,46,47,0.131
54,316,4,20,Julian DaCosta*,Venturini Motorsports Toyota,16.381,109.883,46,48,0.136
54,261,5,28,Brenden Queen*,BRC Chevrolet,16.472,109.276,45,46,0.227
54,105,6,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,16.527,108.913,57,58,0.282
54,211,7,25,Taylor Reimer*,BuzzBallz Toyota,16.624,108.277,57,58,0.379
54,155,8,55,Isabella Robusto*,Mobil 1 Toyota,16.824,106.99,41,43,0.579
54,127,9,3,Willie Mullins,CW Metals/Bugsy’s Fleet Repair Ford,17.066,105.473,12,51,0.821
54,157,10,23,Tyler Reif,Vegas Fastener/Sigma Performance Services Chevrolet,17.127,105.097,7,47,0.882
54,325,11,70,Justin Rothberg*,Nitro Motorsports Toyota,17.15,104.956,55,56,0.905
54,144,12,12,Takuma Koga,MAC Systems/Fast Track Racing/Toyota Racing Toyota,17.348,103.758,28,31,1.103
54,204,13,95,Jackson McLerran*,JSJ Construction/ARYLCO LLC Toyota,17.399,103.454,12,62,1.154
54,146,14,85,Becca Monopoli*,Orlando Health Ford,17.513,102.781,26,27,1.268
54,278,15,11,Tony Cosentino,FastTrackRacing.com Ford,17.657,101.943,10,28,1.412
54,202,16,9,Matt Kemp*,FastTrackRacing.com Toyota,17.725,101.551,7,8,1.48
54,120,17,99,Michael Maples,DonRay Petroleum/Maples Motorsports Chevrolet,18.215,98.82,9,10,1.97
54,121,18,48,Brad Smith,Gary’s Speed Shop Ford,18.35,98.093,15,16,2.105
54,314,19,67,Shane Backes*,The International Brotherhood of Boilermakers Chevrolet,18.364,98.018,27,29,2.119
54,107,20,86,Alex Clubb,Race Parts Liquidators/Area 51 Podcast Ford,18.543,97.072,7,9,2.298
54,290,21,3,Jeff Maconi*,Maconi Setup Shop/Chastity Tucker Realtor Ford,18.656,96.484,13,14,2.411
54,141,22,6,Brayton Laster*,PeerlessPump.com Toyota,18.662,96.453,8,13,2.417
54,184,23,10,Mike Basham,HYTORC of NY/Double H Ranch Ford,18.844,95.521,10,11,2.599
54,196,24,0,Nate Moeller,Peterson Motorsports Toyota,19.006,94.707,11,12,2.761
54,194,25,31,Presley Sorah*,Racing Toward A Dream Toyota,23.941,75.185,1,1,7.696
55,291,1,18,Max Reaves,Cook Out Toyota,17.482,102.963,51,52,0
55,230,2,76,Kole Raz,Cyclum Nextgen Travel Centers Ford,17.724,101.557,51,51,0.242
55,306,3,79,Isaac Kitzmiller,A.L.L. Condtruction/Carter Cat Chevrolet,17.732,101.511,50,51,0.25
55,327,4,4,Carson Brown,PayCafe/EBB Logistics/GBS Brand Connect Chevrolet,17.768,101.306,3,36,0.286
55,153,5,28,Connor Mosack,Pinnacle Motorsports Chevrolet,17.848,100.852,4,45,0.366
55,197,6,40,Andrew Patterson,Korrect Plumbing Htg Air/WinSupply/SCS Gearbox Chevrolet,17.934,100.368,43,43,0.452
55,225,7,95,Hunter Wright,Sunset Park RV/Cedar City RV Toyota,17.941,100.329,29,30,0.459
55,157,8,23,Tyler Reif,Sigma Perfomance Service Chevrolet,18.142,99.217,3,52,0.66
55,181,9,39,D.L. Wilson,Performance Cleaners Toyota,18.343,98.13,30,30,0.861
55,205,10,56,Timmy Hill,Hill Motorsports Toyota,18.351,98.087,5,29,0.869
55,144,11,12,Takuma Koga,Macnica Yit Ikedo/CKB/Fast Track Racing Toyota,18.431,97.662,8,14,0.949
55,326,12,93,London McKenzie,McKenzie Real Estate Ford,18.487,97.366,11,30,1.005
55,207,13,1,E.J. Tamayo,Tamayo Sports Florida/Amici Engineering Ford,18.521,97.187,6,36,1.039
55,149,14,9,Cody Dennison,Flux/Timcast Toyota,18.707,96.221,6,37,1.225
55,180,15,11,Zachary Tinkle,Racing for Rescues/Fast Track Racing Toyota,19.227,93.618,20,21,1.745
55,146,16,85,Becca Monopoli,Orlando Health Ford,19.242,93.545,20,44,1.76
55,184,17,10,Mike Basham,Double H Ranch/Fast Track Racing Ford,19.333,93.105,7,21,1.851
55,214,18,34,Austin Vaughn,Safford Trading Company Ford,19.61,91.79,9,20,2.128
55,196,19,6,Nate Moeller,Peterson Motorsports Toyota,20.445,88.041,7,9,2.963
55,183,20,31,Rita Goulet,NationalPolice.org Toyota,20.802,86.53,60,71,3.32
55,303,21,0,Corey Aiken,Vaughn Wilcox & Vaughn Toyota,22.024,81.729,7,13,4.542
55,121,22,48,Brad Smith,Gary’s Speed Shop Ford,22.114,81.396,1,1,4.632
56,182,1,81,Brent Crews,Mobil 1 Toyota,22.118,152.998,33,,0
56,284,2,28,Austin Green,Overplay Games Chevrolet,22.521,150.26,34,,0.403
56,114,3,6,Lavar Scott,Max Siegel Inc. Chevrolet,22.666,149.299,34,,0.548
56,282,4,2,Lanie Buice,Max Siegel Inc. Chevrolet,22.695,149.108,28,,0.577
56,110,5,20,Jake Finch,Phoenix Toyota,22.714,148.983,30,,0.596
56,230,6,76,Kole Raz,Cyclum Nextgen Travel Centers Ford,22.75,148.747,39,,0.632
56,157,7,23,Tyler Reif,SPS/Vegas Fastener Manufacturing Chevrolet,22.759,148.688,19,,0.641
56,150,8,18,William Sawalich,Starkey Toyota,22.829,148.233,45,,0.711
56,306,9,79,Isaac Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,22.855,148.064,46,,0.737
56,274,10,25,Patrick Staropoli,Syfovre Toyota,22.9,147.773,41,,0.782
56,109,11,73,Andy Jankowiak,KLAS Motorsports Toyota,23.26,145.486,39,,1.142
56,286,12,10,Eloy Falcon,Max Siegel Inc. Chevrolet,23.492,144.049,14,,1.374
56,280,13,24,Spencer Gallagher,Allegiant/Sigma Performance Svcs Chevrolet,23.596,143.414,17,,1.478
56,197,14,40,Andrew Patterson,Winsupply Chevrolet,23.607,143.347,2,,1.489
56,205,15,56,Timmy Hill,Hill Motorsports Toyota,23.795,142.215,29,,1.677
56,326,16,93,London McKenzie,McKenzie Real Estate Ford,23.996,141.024,9,,1.878
56,180,17,11,Zachary Tinkle,Scouting America/Fast Track Racing Toyota,24.229,139.667,14,,2.111
56,229,18,9,Blaine Donahue,Putting Dragon/Lazarus Ent/Dyer Marina Toyota,24.439,138.467,5,,2.321
56,213,19,1,Tim Monroe,Creed & Garner Roofing/Pearsons Truck Svc Ford,25.058,135.047,14,,2.94
56,144,20,12,Takuma Koga,Macnica Yit Ikedo/CKB/Fast Track Racing,25.366,133.407,18,,3.248
56,201,21,31,Tim Goulet,Rise Motorsports Toyota,26.274,128.797,29,,4.156
56,303,22,0,Corey Aiken,Vaugh Wilcox & Vaughn Racing Toyota,26.353,128.41,20,,4.235
56,214,23,34,Austin Vaughn,Safford Trading Company Ford,26.518,127.611,3,,4.4
56,121,24,48,Brad Smith,Gary’s Speed Shop Ford,27.362,123.675,5,,5.244
56,145,25,86,A.J. Moyer,River’s Edge Cottages & RV Park/Ampere EV Ford,27.944,121.099,21,,5.826
56,134,26,39,Caleb Costner,Performance Cleaners Toyota,28.052,120.633,13,,5.934
56,196,27,6,Nate Moeller,Peterson Motorsports Toyota,32.271,104.862,4,,10.153
57,291,1,18,Max Reaves,Cook Out Toyota,19.853,108.074,8,37,0
57,225,2,95,Hunter Wright,Visit Wilco/Cedar City RV Toyota,19.962,107.484,9,10,0.109
57,157,3,23,Tyler Reif,Sigma Performance Services Chevrolet,20.109,106.698,10,31,0.256
57,306,4,79,Isaac Kitzmiller,A.L.L Construction/Carter Cat Chevrolet,20.13,106.587,12,43,0.277
57,180,5,11,Zachary Tinkle,Scouting America/Fast Track Racing Toyota,20.558,104.368,22,22,0.705
57,297,6,31,Quinn Davis,Hepaws Garage Toyota,20.672,103.793,30,33,0.819
57,181,7,10,DL Wilson,Performance Cleaners Toyota,20.723,103.537,22,23,0.87
57,144,8,12,Takuma Koga,Macnica Yit Ikedo/CKB/Fast Track Racing Toyota,20.724,103.532,16,16,0.871
57,204,9,96,Jackson McLerran,Firemark Property Mgt/ARYLCO LLC Toyota,21.097,101.702,24,24,1.244
57,214,10,34,Austin Vaughn,Safford Equipment Company Ford,21.715,98.807,14,19,1.862
57,184,11,9,Mike Basham,Double H Ranch/Fast Track Racing Ford,21.762,98.594,6,6,1.909
57,146,12,85,Becca Monopoli,Orlando Health Ford,21.859,98.156,15,20,2.006
57,121,13,48,Brad Smith,Gary’s Speed Shop Ford,22.652,94.72,10,14,2.799
57,290,14,86,Jeff Maconi,Maconi Setup Shop Ford,23.081,92.96,13,15,3.228
57,196,15,6,Nate Moeller,Peterson Motorsports Toyota,23.493,91.329,9,10,3.64
57,183,16,1,Rita Goulet,Fast Track Racing-Peterson Motorsports Chevrolet,30.024,71.463,2,3,10.171
58,214,1,34,Austin Vaughn,Safford Trading Company Ford,12.763,70.516,38,39,0
58,306,2,79,Isaac Kitzmiller,A.L.L Construction/Carter Cat Chevrolet,12.8,70.312,49,91,0.037
58,291,3,18,Max Reaves,Cookout Toyota,12.817,70.219,51,103,0.054
58,157,4,23,Tyler Reif,Vegas Fastener/Sigma Performance Services Chevrolet,12.871,69.925,37,102,0.108
58,204,5,95,Jackson McLerran,JSJ Construction/ARYLCO LLC/ Bubba’s Bout Broke Toyota,12.905,69.74,30,68,0.142
58,144,6,12,Takuma Koga,Macnica Yit Ikedo/CKB/Fast Track Racing Toyota,12.91,69.713,56,69,0.147
58,202,7,10,Matt Kemp,ELHDetailing.com Ford,13.046,68.987,17,22,0.283
58,210,8,65,Jeffery MacZink,Parkway Service/Syncon/Innovative Fluids LLC Toyota,13.069,68.865,19,36,0.306
58,180,9,11,Zachary Tinkle,Racing for Rescues/Fast Track Racing Toyota,13.122,68.587,48,52,0.359
58,121,10,48,Brad Smith,Gary’s Speed Shop Ford,13.358,67.375,7,21,0.595
58,260,11,86,Alex Malycke,The Giza Power Plant Ford,13.762,65.397,10,12,0.999
58,183,12,31,Rita Goulet,risemotorsports.com Toyota,13.779,65.317,47,71,1.016
58,196,13,6,Nate Moeller,Peterson Motorsports Toyota,13.879,64.846,21,42,1.116
58,294,14,9,Trevor Ward,Fast Track Racing Toyota,13.964,64.451,18,19,1.201
58,295,15,1,Jeff Smith,Brad Smith Motorsports/Fast Track Racing Ford,17.607,51.116,11,14,4.844
59,329,1,19,Daniel Hemric,NAPA Auto Care Chevrolet,18.116,99.36,5,48,0
59,163,2,9,Robbie Kennealy,Jan’s Racing/Jan’s Towing Ford,18.3,98.361,4,27,0.184
59,158,3,13,Tanner Reif,Central Coast Cabinets Toyota,18.318,98.264,4,4,0.202
59,257,4,42,Spencer Davis,MMI/Sunwest Construction Chevrolet,18.354,98.071,5,38,0.238
59,159,5,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,18.411,97.768,5,26,0.295
59,160,6,71,Kyle Keller,Jan’s Racing/Jan’s Towing /Battle Born Ford,18.478,97.413,3,38,0.362
59,276,7,3,Adrian Ferrer,Central Coast Cabinets Toyota,18.479,97.408,3,23,0.363
59,162,8,5,"Eric Johnson, Jr.",Sherwin-Williams Toyota,18.756,95.969,10,25,0.64
59,149,9,72,Cody Dennison,Timcast Chevrolet,19.183,93.833,9,60,1.067
59,275,10,51,Blake Lothian,The Texas Lawbook Chevrolet,19.223,93.638,16,30,1.107
59,328,11,7,Gavin Ray,Jerry Pitts Racing Toyota,19.264,93.439,4,15,1.148
59,166,12,5,David Smith,Shockwave Marine Suspension Seating Toyota,19.804,90.891,30,31,1.688
60,165,1,19,Jake Bollman,NAPA Auto Care Chevrolet,15.979,84.486,2,48,0
60,158,2,13,Tanner Reif,Central Coast Cabinets Toyota,16.151,83.586,2,14,0.172
60,160,3,71,Kyle Keller,Jan’s Towing/Jan’s Racing Ford,16.161,83.534,3,34,0.182
60,163,4,1,Robbie Kennealy,Jan’s Towing Ford,16.252,83.067,3,42,0.273
60,159,5,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,16.259,83.031,2,36,0.28
60,161,6,3,Todd Souza,Central Coast Cabinets Toyota,16.361,82.513,2,24,0.382
60,162,7,5,"Eric Johnson, Jr.",Sherwin-Williams Toyota,16.428,82.177,5,50,0.449
60,238,8,6,Caleb Shrader,Consonus Healthcare Toyota,16.711,80.785,3,31,0.732
60,275,9,51,Blake Lothian,Texas Lawbook Chevrolet,16.977,79.519,10,77,0.998
60,149,10,72,Cody Dennison,Timcast Chevrolet,17.011,79.36,7,26,1.032
60,166,11,5,David Smith,Shockwave Marine Suspension Seating Toyota,17.645,76.509,11,25,1.666
60,201,12,31,Tim Goulet,Tri-City Raceway/Max Buchanan Foundation Toyota,17.939,75.255,27,33,1.96
60,330,13,77,Mariah Boudrieau,REX MD/All Phase Const/Wallace Sign Toyota,18.133,74.45,12,41,2.154
61,160,1,71,Kyle Keller,Jan’s Towing/Jan’s Racing Ford,16.79,80.405,3,25,0
61,158,2,13,Tanner Reif,Central Coast Cabinets Toyota,16.823,80.247,4,11,0.033
61,159,3,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,16.862,80.062,5,44,0.072
61,165,4,19,Jake Bollman*,NAPA Auto Care Chevrolet,16.864,80.052,2,72,0.074
61,161,5,3,Todd Souza,Central Coast Cabinets Toyota,16.985,79.482,4,30,0.195
61,163,6,1,Robbie Kennealy*,Jan’s Towing/Jan’s Racing Ford,17.101,78.943,4,32,0.311
61,162,7,5,"Eric Johnson, Jr.",Sherwin-Williams Toyota,17.206,78.461,10,49,0.416
61,331,8,23,Eric Rhead,CRG Motorsports/Speedwagan/Phils Fabrication Toyota,17.289,78.084,10,37,0.499
61,332,9,72,Holly Clark*,Subway Chevrolet,17.546,76.941,42,46,0.756
61,275,10,51,Blake Lothian*,Texas Lawbook Chevrolet,17.868,75.554,5,25,1.078
61,166,11,5,David Smith,Shockwave Marine Suspension Seating Toyota,17.883,75.491,4,8,1.093
61,330,12,77,Mariah Boudrieau*,REX MD/All Phase/Const/Wallace Sign Toyota,17.92,75.335,18,19,1.13
62,158,1,13,Tanner Reif,Central Coast Cabinets Toyota,18.751,95.995,2,16,0
62,160,2,71,Kyle Keller,Jan’s Towing/Jan’s Racing Ford,18.795,95.77,2,29,0.044
62,163,3,1,Robbie Kennealy,Jan’s Towing/Jan’s Racing Ford,18.957,94.952,2,19,0.206
62,159,4,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,19.072,94.379,2,6,0.321
62,258,5,6,Buddy Shepherd,Hall Ambulance Toyota,19.283,93.346,1,18,0.532
62,161,6,3,Todd Souza,Central Coast Cabinets Toyota,19.285,93.337,3,28,0.534
62,232,7,68,PJ Pedroncelli,Pedroncelli Mobile Bottling/Rodd Renovations Chevrolet,19.308,93.226,26,27,0.557
62,165,8,19,Jake Bollman,NAPA Auto Care Chevrolet,19.367,92.942,8,53,0.616
62,246,9,23,Jaron Giannini,crg motorsports/3rd gen/Versatile & Stone Toyota,19.423,92.674,2,24,0.672
62,162,10,5,"Eric Johnson, Jr.",Sherwin-Williams Toyota,19.486,92.374,6,19,0.735
62,275,11,51,Blake Lothian,Texas Lawbook Chevrolet,19.497,92.322,29,30,0.746
62,256,12,9,Joey Kennealy,Jan’s Towing/Jan’s Racing Toyota,19.558,92.034,2,33,0.807
62,333,13,55,Andrew Chapman,Highpoint Racing/Racecar Factory Ford,19.61,91.79,2,43,0.859
62,166,14,5,David Smith,Shockwave Marine Suspension Seating Toyota,20.13,89.419,32,32,1.379
62,277,15,72,Jonathan Reaume,RBR Engineering Chevrolet,20.778,86.63,6,8,2.027
